"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"diam ultrices"                      ,"quidam sagittis civibus idque veritus interpretaris consetetur fuisset qualisque deseruisse non conclusionemque facilis ubique adversarium voluptaria graecis imperdiet"                                                                                                    ,"http://www.provider.de/product/xb7xU","http://www.provider.de/image/Zcn4j","FLX2KKPEJE","CLPwzv","Category17","Merchant26"            ,"17.49"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.19"                  ,"3"                     ,"true"                ,"Merchant29"            ,"122.91"        ,"Versandfertig in 1 - 2 Werktagen"      ,"0.75"                  ,"2"                     ,"true"                ,"Merchant17"            ,"141.63"        ,"Versandfertig in 2 - 3 Wochen"         ,"4.08"                  ,"14"                    ,"true"
"sadipscing elit dissentiunt"        ,"adipiscing magnis facilisi magnis etiam patrioque fames pro adhuc falli autem aenean delectus posuere finibus labores class has"                                                                                                                                            ,"http://www.provider.de/product/BTv6c","http://www.provider.de/image/iiJyt","YLYIG0LYV3","usTD3z","Category27","Merchant14"            ,"128.23"        ,"Versandfertig in 3 - 5 Wochen"         ,"3.31"                  ,"1"                     ,"false"               ,"Merchant14"            ,"62.82"         ,"Versandfertig in 4 - 5 Werktagen"      ,"1.45"                  ,"13"                    ,"true"                ,"Merchant27"            ,"104.18"        ,"Versandfertig in 4 - 5 Werktagen"      ,"0.16"                  ,"3"                     ,"true"
"causae atqui postea"                ,"reque ludus eu etiam congue mutat fastidii faucibus aptent tation quis imperdiet regione"                                                                                                                                                                                   ,"http://www.provider.de/product/8u7j4","http://www.provider.de/image/vB8ZA","7WYO8QUDQP","cDPEXH","Category9" ,"Merchant2"             ,"129.88"        ,"Gewöhnlich versandfertig in 24 Stunden","1.94"                  ,"10"                    ,"true"                ,"Merchant26"            ,"60.56"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.28"                  ,"19"                    ,"false"               ,"Merchant11"            ,"121.13"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.25"                  ,"5"                     ,"false"
"volutpat euripidis venenatis"       ,"molestiae tamquam amet eam class aperiri ornatus recteque vel mnesarchum"                                                                                                                                                                                                   ,"http://www.provider.de/product/r2Qdy","http://www.provider.de/image/NLWL8","AQVOOHSKCC","qg6tnp","Category27","Merchant27"            ,"76.27"         ,"Versandfertig in 4 - 5 Werktagen"      ,"3.86"                  ,"21"                    ,"true"                ,"Merchant14"            ,"28.02"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.15"                  ,"1"                     ,"false"               ,"Merchant2"             ,"133.36"        ,"Versandfertig in 1 - 2 Werktagen"      ,"2.09"                  ,"20"                    ,"false"
"legere sem sollicitudin"            ,"faucibus hinc possim maximus sagittis maiestatis usu expetendis ubique reque a veniam persequeris himenaeos reprehendunt moderatius accusata senectus mnesarchum curae sociosqu reprimique veniam solet cum quaestio minim"                                                 ,"http://www.provider.de/product/WRXt3","http://www.provider.de/image/jnbLI","ZEMWDJ6CUG","z9fh9I","Category4" ,"Merchant13"            ,"33.42"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.85"                  ,"6"                     ,"false"               ,"Merchant3"             ,"136.10"        ,"Versandfertig in 4 - 5 Werktagen"      ,"4.64"                  ,"1"                     ,"true"                ,"Merchant14"            ,"61.25"         ,"Versandfertig in 2 - 3 Werktagen"      ,"3.07"                  ,"6"                     ,"false"
"eget splendide omittam"             ,"mea idque feugiat vulputate platonem detraxit lobortis repudiandae vulputate mediocritatem luptatum"                                                                                                                                                                        ,"http://www.provider.de/product/SntC4","http://www.provider.de/image/AbopI","TWBYFAYH4A","3yQRag","Category27","Merchant12"            ,"118.05"        ,"Versandfertig in 2 - 3 Werktagen"      ,"2.29"                  ,"2"                     ,"true"                ,"Merchant10"            ,"120.65"        ,"Versandfertig in 1 - 3 Wochen"         ,"3.29"                  ,"19"                    ,"true"                ,"Merchant29"            ,"101.17"        ,"Versandfertig in 2 - 3 Werktagen"      ,"3.55"                  ,"9"                     ,"true"
"adversarium vim"                    ,"elementum atomorum magna animal solet tortor detracto quod labores mattis eos placerat erroribus doctus recteque dolore"                                                                                                                                                    ,"http://www.provider.de/product/LrrEK","http://www.provider.de/image/UbM6U","0QILS49ZYR","ZrQ9z2","Category6" ,"Merchant22"            ,"129.74"        ,"Versandfertig in 3 - 4 Werktagen"      ,"2.12"                  ,"18"                    ,"false"               ,"Merchant7"             ,"56.25"         ,"Versandfertig in 1 - 2 Werktagen"      ,"0.01"                  ,"18"                    ,"false"               ,"Merchant17"            ,"63.50"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.21"                  ,"26"                    ,"true"
"delicata errem convallis"           ,"aliquid mutat ludus esse molestie nostra senserit tortor utroque his accumsan cras inciderint deseruisse sed graeco convallis gloriatur"                                                                                                                                    ,"http://www.provider.de/product/moYby","http://www.provider.de/image/Pyov4","ADJ9SCLK7A","fhG28w","Category4" ,"Merchant29"            ,"57.21"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.88"                  ,"18"                    ,"true"                ,"Merchant19"            ,"122.16"        ,"Versandfertig in 1 - 3 Wochen"         ,"2.17"                  ,"17"                    ,"true"                ,"Merchant4"             ,"64.25"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.28"                  ,"25"                    ,"false"
"efficitur non sapien"               ,"elaboraret assueverit delenit dissentiunt viderer vix audire ligula consectetur ceteros"                                                                                                                                                                                    ,"http://www.provider.de/product/au68Y","http://www.provider.de/image/1lLJT","FHZBWYSIAK","NnGFXX","Category7" ,"Merchant5"             ,"98.16"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.09"                  ,"4"                     ,"false"               ,"Merchant24"            ,"107.94"        ,"Gewöhnlich versandfertig in 24 Stunden","3.77"                  ,"1"                     ,"false"               ,"Merchant22"            ,"98.63"         ,"Versandfertig in 1 - 2 Werktagen"      ,"4.50"                  ,"8"                     ,"true"
"viverra voluptatibus"               ,"errem legimus reprimique possit commune ullamcorper posse putent convenire solet interdum evertitur metus nominavi elaboraret molestie"                                                                                                                                     ,"http://www.provider.de/product/Y2Biu","http://www.provider.de/image/t6PAn","RIUNWJYFDR","G3ve1O","Category7" ,"Merchant4"             ,"17.16"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.99"                  ,"16"                    ,"false"               ,"Merchant29"            ,"98.70"         ,"Versandfertig in 1 - 2 Werktagen"      ,"4.57"                  ,"0"                     ,"true"                ,"Merchant6"             ,"57.22"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.92"                  ,"13"                    ,"true"
"alterum sale constituam"            ,"nonumy veniam quod quidam possit nam aliquid perpetua penatibus feugiat prodesset verterem adversarium eu prodesset postea ridiculus neque feugait vivamus prodesset ubique noluisse delectus pulvinar ultrices fuisset"                                                    ,"http://www.provider.de/product/GSVdr","http://www.provider.de/image/fzTxr","1V6OBOWHPO","WRWPNz","Category24","Merchant18"            ,"149.43"        ,"Versandfertig in 3 - 5 Wochen"         ,"2.90"                  ,"9"                     ,"false"               ,"Merchant8"             ,"55.51"         ,"Versandfertig in 6 - 10 Werktagen"     ,"3.17"                  ,"14"                    ,"true"                ,"Merchant4"             ,"93.17"         ,"Gewöhnlich versandfertig in 24 Stunden","0.65"                  ,"15"                    ,"false"
